record_id,month,route_id,day_of_week,scheduled_departure_time,stop_sequence,stop_code,n_observations,mean_cumulative_travel_time_sec,std_cumulative_travel_time_sec,mean_cumulative_distance_m,std_cumulative_distance_m,route_name
55233619,10,10802,5,23,26,4173,10,31.12,5.09,10802,0.0706241,19
73219680,1,10802,4,11,25,3605,10,38.25,4.63,10802,0.0706241,19
38013651,7,10802,2,13,25,3605,19,42.44,4.83,10802,0.0706241,19
74156260,1,10802,5,12,26,4173,10,40.52,5.84,10802,0.0706241,19
16546149,3,10802,2,15,5,938,15,11.2,2.14,3219,0.057308756,19
16546150,3,10802,2,15,6,2754,15,12.21,2.16,3525,0.057308756,19
16546146,3,10802,2,15,2,2323,15,3.03,2.22,457,0.057308756,19
16546153,3,10802,2,15,9,2040,15,16.41,2.24,4614,0.057308756,19
16546148,3,10802,2,15,4,972,15,9.99,2.17,2901,0.057308756,19
16546154,3,10802,2,15,10,4256,15,18.78,2.49,4908,0.057308756,19
16546155,3,10802,2,15,11,2391,15,19.58,2.48,5196,0.057308756,19
16546156,3,10802,2,15,12,1586,15,24.25,2.91,6122,0.057308756,19
16546157,3,10802,2,15,13,1525,15,27.55,3.1,6463,0.057308756,19
16546158,3,10802,2,15,14,1526,15,28.57,3.12,6985,0.057308756,19
16546161,3,10802,2,15,17,1575,15,32.99,2.87,8525,0.057308756,19
16546152,3,10802,2,15,8,942,15,15.31,2.26,4246,0.057308756,19
16546177,3,10802,2,15,33,2424,15,84.74,21.7,13829,0.057308756,19
16546162,3,10802,2,15,18,1484,15,37.16,3.65,8976,0.057308756,19
16546163,3,10802,2,15,19,1079,15,39.36,3.79,9164,0.057308756,19
16546164,3,10802,2,15,20,1080,15,42.27,4.13,9618,0.057308756,19
16546165,3,10802,2,15,21,1544,15,43.72,4.38,9950,0.057308756,19
16546166,3,10802,2,15,22,1546,15,45.97,4.61,10237,0.057308756,19
16546167,3,10802,2,15,23,1555,15,47.63,4.73,10441,0.057308756,19
16546168,3,10802,2,15,24,2024,15,50.66,4.86,10654,0.057308756,19
16546169,3,10802,2,15,25,3605,15,52.85,5.11,10906,0.057308756,19
16546170,3,10802,2,15,26,4173,15,55.11,5.36,11176,0.057308756,19
16546171,3,10802,2,15,27,3379,15,61.47,8.25,11642,0.057308756,19
16546172,3,10802,2,15,28,2246,15,70.14,18.34,12029,0.057308756,19
16546173,3,10802,2,15,29,3230,15,75.15,20.19,12326,0.057308756,19
16546174,3,10802,2,15,30,2899,15,76.02,20.39,12605,0.057308756,19
16546160,3,10802,2,15,16,1054,15,31.9,2.86,8315,0.057308756,19
16602423,3,10802,3,15,20,1080,11,43.73,4.7,9618,0.057308756,19
16546176,3,10802,2,15,32,2813,15,81.29,21.75,13213,0.057308756,19
16546178,3,10802,2,15,34,427,15,86.39,22.79,14207,0.057308756,19
16546179,3,10802,2,15,35,9999,15,88.31,22.16,14428,0.057308756,19
16546180,3,10802,2,15,36,1435,15,91.31,23.22,14559,0.057308756,19
16546181,3,10802,2,15,37,1444,15,91.82,23.19,14769,0.057308756,19
16546182,3,10802,2,15,38,1445,15,92.37,23.11,14958,0.057308756,19
16546183,3,10802,2,15,39,1371,15,92.79,23.05,15132,0.057308756,19
16546184,3,10802,2,15,40,1368,15,94.75,23.01,15839,0.057308756,19
16546185,3,10802,2,15,41,1367,15,95.25,22.96,16036,0.057308756,19
16546186,3,10802,2,15,42,1370,15,96.63,24.45,16268,0.057308756,19
16602404,3,10802,3,15,1,2314,11,3.81,5.57,0,0.057308756,19
16602405,3,10802,3,15,2,2323,11,5.48,6.17,457,0.057308756,19
16602406,3,10802,3,15,3,5592,11,9.28,5.94,1973,0.057308756,19
16602407,3,10802,3,15,4,972,11,11.95,5.53,2901,0.057308756,19
16602408,3,10802,3,15,5,938,11,12.99,5.41,3219,0.057308756,19
16602409,3,10802,3,15,6,2754,11,13.85,5.32,3525,0.057308756,19
16602410,3,10802,3,15,7,1511,11,15.7,5.35,3866,0.057308756,19
16602411,3,10802,3,15,8,942,11,16.93,5.36,4246,0.057308756,19
16602412,3,10802,3,15,9,2040,11,18.23,5.43,4614,0.057308756,19
16602413,3,10802,3,15,10,4256,11,20.42,5.27,4908,0.057308756,19
16602414,3,10802,3,15,11,2391,11,21.17,5.17,5196,0.057308756,19
16602415,3,10802,3,15,12,1586,11,25.15,5.29,6122,0.057308756,19
16602416,3,10802,3,15,13,1525,11,28.24,5.22,6463,0.057308756,19
16602417,3,10802,3,15,14,1526,11,29.28,5.21,6985,0.057308756,19
16602418,3,10802,3,15,15,949,11,30.42,5.05,7607,0.057308756,19
16602419,3,10802,3,15,16,1054,11,32.62,5.19,8315,0.057308756,19
16602420,3,10802,3,15,17,1575,11,33.75,5.28,8525,0.057308756,19
16660951,3,10802,4,15,37,1444,15,80.66,7.71,15101,0.057308756,19
16602422,3,10802,3,15,19,1079,11,40.89,4.97,9164,0.057308756,19
33400808,6,10802,5,16,31,5951,20,53.61,9.91,12377,0.057308756,19
16602424,3,10802,3,15,21,1544,11,45.2,4.43,9950,0.057308756,19
16602425,3,10802,3,15,22,1546,11,47.78,4.45,10237,0.057308756,19
16602426,3,10802,3,15,23,1555,11,48.77,4.31,10441,0.057308756,19
16602427,3,10802,3,15,24,2024,11,51.48,4.72,10654,0.057308756,19
16602428,3,10802,3,15,25,3605,11,53.4,4.73,10906,0.057308756,19
16602429,3,10802,3,15,26,4173,11,56.0,4.74,11176,0.057308756,19
16602430,3,10802,3,15,27,3379,11,60.9,5.24,11642,0.057308756,19
16602431,3,10802,3,15,28,2246,11,64.05,5.04,12101,0.057308756,19
16602432,3,10802,3,15,29,3230,11,68.85,5.61,12398,0.057308756,19
16602433,3,10802,3,15,30,2899,11,69.38,5.54,12650,0.057308756,19
16602434,3,10802,3,15,31,5951,11,70.69,5.46,12942,0.057308756,19
16602435,3,10802,3,15,32,2813,11,72.58,5.39,13398,0.057308756,19
16602436,3,10802,3,15,33,2424,11,76.54,4.74,13975,0.057308756,19
16602437,3,10802,3,15,34,427,11,77.67,4.69,14353,0.057308756,19
16602438,3,10802,3,15,35,9999,11,79.53,4.82,14574,0.057308756,19
16602439,3,10802,3,15,36,1435,11,80.23,4.8,14822,0.057308756,19
16602440,3,10802,3,15,37,1444,11,80.72,4.8,15032,0.057308756,19
16602441,3,10802,3,15,38,1445,11,81.17,4.78,15221,0.057308756,19
16602442,3,10802,3,15,39,1371,11,81.62,4.82,15395,0.057308756,19
16602443,3,10802,3,15,40,1368,11,83.33,4.88,16102,0.057308756,19
16602444,3,10802,3,15,41,1367,11,83.76,4.93,16299,0.057308756,19
16602445,3,10802,3,15,42,1370,11,84.46,5.56,16531,0.057308756,19
16660915,3,10802,4,15,1,2314,15,1.9,2.84,0,0.057308756,19
16660916,3,10802,4,15,2,2323,15,2.89,3.04,457,0.057308756,19
16660917,3,10802,4,15,3,5592,15,7.02,3.15,1973,0.057308756,19
16660918,3,10802,4,15,4,972,15,9.66,2.96,2901,0.057308756,19
16660919,3,10802,4,15,5,938,15,10.81,2.74,3219,0.057308756,19
16660920,3,10802,4,15,6,2754,15,11.75,2.74,3525,0.057308756,19
16660921,3,10802,4,15,7,1511,15,13.54,3.01,3866,0.057308756,19
16660922,3,10802,4,15,8,942,15,14.79,2.9,4246,0.057308756,19
16660923,3,10802,4,15,9,2040,15,16.06,3.11,4614,0.057308756,19
16660924,3,10802,4,15,10,4256,15,18.21,3.21,4908,0.057308756,19
16660925,3,10802,4,15,11,2391,15,18.95,3.25,5196,0.057308756,19
16660926,3,10802,4,15,12,1586,15,25.52,4.74,6122,0.057308756,19
16660927,3,10802,4,15,13,1525,15,28.52,4.88,6463,0.057308756,19
16660928,3,10802,4,15,14,1526,15,29.51,4.92,6985,0.057308756,19
16660929,3,10802,4,15,15,949,15,30.77,4.98,7607,0.057308756,19
16660930,3,10802,4,15,16,1054,15,33.03,4.89,8315,0.057308756,19
16660931,3,10802,4,15,17,1575,15,34.35,4.53,8525,0.057308756,19
16660932,3,10802,4,15,18,1484,15,40.22,4.97,8976,0.057308756,19
16660933,3,10802,4,15,19,1079,15,42.4,4.98,9164,0.057308756,19
16660934,3,10802,4,15,20,1080,15,45.01,5.2,9618,0.057308756,19
16660935,3,10802,4,15,21,1544,15,46.34,5.12,9950,0.057308756,19
16660936,3,10802,4,15,22,1546,15,48.54,5.12,10237,0.057308756,19
16660937,3,10802,4,15,23,1555,15,49.84,5.28,10441,0.057308756,19
16660938,3,10802,4,15,24,2024,15,52.52,5.68,10654,0.057308756,19
16660939,3,10802,4,15,25,3605,15,54.59,5.89,10906,0.057308756,19
16660940,3,10802,4,15,26,4173,15,56.18,5.98,11176,0.057308756,19
16660941,3,10802,4,15,27,3379,15,59.43,5.99,11642,0.057308756,19
16660942,3,10802,4,15,28,2246,15,62.26,6.06,12101,0.057308756,19
16660943,3,10802,4,15,29,3230,15,66.95,6.45,12398,0.057308756,19
16660944,3,10802,4,15,30,2899,15,68.09,6.49,12677,0.057308756,19
16660945,3,10802,4,15,31,5951,15,69.35,6.65,12969,0.057308756,19
16660946,3,10802,4,15,32,2813,15,71.57,6.67,13428,0.057308756,19
16660947,3,10802,4,15,33,2424,15,75.81,7.3,14044,0.057308756,19
16660948,3,10802,4,15,34,427,15,77.93,7.62,14422,0.057308756,19
16660950,3,10802,4,15,36,1435,15,80.08,7.74,14891,0.057308756,19
33682170,6,10802,1,18,27,3379,19,46.39,3.27,11492,0.057308756,19
33400807,6,10802,5,16,30,2899,20,52.48,9.23,12085,0.057308756,19
16660952,3,10802,4,15,38,1445,15,81.2,7.62,15290,0.057308756,19
16660953,3,10802,4,15,39,1371,15,81.58,7.69,15464,0.057308756,19
16660954,3,10802,4,15,40,1368,15,83.43,7.64,16171,0.057308756,19
16660955,3,10802,4,15,41,1367,15,83.83,7.63,16368,0.057308756,19
16660956,3,10802,4,15,42,1370,15,84.26,7.59,16600,0.057308756,19
33295112,6,10802,2,16,1,2314,15,0.54,0.48,0,0.057308756,19
33295113,6,10802,2,16,2,2323,15,1.22,0.61,457,0.057308756,19
33295114,6,10802,2,16,3,5592,15,6.1,2.37,1973,0.057308756,19
33295115,6,10802,2,16,4,972,15,8.73,2.54,2901,0.057308756,19
33295116,6,10802,2,16,5,938,15,9.74,2.6,3219,0.057308756,19
33295117,6,10802,2,16,6,2754,15,10.97,2.89,3525,0.057308756,19
33295118,6,10802,2,16,7,1511,15,13.27,3.5,3866,0.057308756,19
33295119,6,10802,2,16,8,942,15,14.25,3.59,4202,0.057308756,19
33295120,6,10802,2,16,9,2040,15,15.37,3.57,4570,0.057308756,19
33295121,6,10802,2,16,10,4256,15,17.16,3.58,4864,0.057308756,19
33295122,6,10802,2,16,11,2391,15,17.81,3.67,5152,0.057308756,19
33295123,6,10802,2,16,12,1586,15,20.8,4.82,6078,0.057308756,19
33295124,6,10802,2,16,13,2008,15,22.49,4.89,6623,0.057308756,19
33295125,6,10802,2,16,14,1526,15,23.1,4.98,6915,0.057308756,19
33295126,6,10802,2,16,15,949,15,24.29,4.91,7537,0.057308756,19
33295127,6,10802,2,16,16,1054,15,26.54,5.14,8249,0.057308756,19
33295128,6,10802,2,16,17,1575,15,27.59,5.74,8456,0.057308756,19
33295129,6,10802,2,16,18,1484,15,33.14,6.18,8907,0.057308756,19
33295130,6,10802,2,16,19,1079,15,35.12,6.6,9095,0.057308756,19
33295131,6,10802,2,16,20,1080,15,37.71,6.81,9549,0.057308756,19
33295132,6,10802,2,16,21,1544,15,38.78,6.91,9881,0.057308756,19
33295133,6,10802,2,16,22,1546,15,40.81,7.19,10168,0.057308756,19
33295134,6,10802,2,16,23,1555,15,41.46,7.01,10247,0.057308756,19
33295135,6,10802,2,16,24,2024,15,43.46,7.66,10460,0.057308756,19
33295136,6,10802,2,16,25,3605,15,45.44,8.22,10712,0.057308756,19
33295137,6,10802,2,16,26,4173,15,47.13,8.32,10982,0.057308756,19
33295138,6,10802,2,16,27,3379,15,50.64,8.24,11448,0.057308756,19
33295139,6,10802,2,16,28,2246,15,53.0,9.06,11907,0.057308756,19
33295140,6,10802,2,16,29,3230,15,57.04,10.68,12204,0.057308756,19
33295141,6,10802,2,16,30,2899,15,58.18,11.29,12483,0.057308756,19
33295142,6,10802,2,16,31,5951,15,59.7,11.61,12775,0.057308756,19
33295143,6,10802,2,16,32,2813,15,61.21,11.84,13234,0.057308756,19
33295144,6,10802,2,16,33,2424,15,64.2,12.18,13854,0.057308756,19
33295145,6,10802,2,16,34,427,15,66.37,12.45,14262,0.057308756,19
33295146,6,10802,2,16,35,9999,15,67.54,12.52,14483,0.057308756,19
33295147,6,10802,2,16,36,1435,15,67.74,12.21,14658,0.057308756,19
33295148,6,10802,2,16,37,1444,15,68.24,12.17,14868,0.057308756,19
33295149,6,10802,2,16,38,1445,15,68.71,12.12,15057,0.057308756,19
33295150,6,10802,2,16,39,1371,15,69.18,12.17,15231,0.057308756,19
33295151,6,10802,2,16,40,1368,15,70.72,12.19,15938,0.057308756,19
33295152,6,10802,2,16,41,1367,15,71.17,12.14,16135,0.057308756,19
33295153,6,10802,2,16,42,1370,15,71.91,12.15,16367,0.057308756,19
33337384,6,10802,3,16,1,2314,14,0.71,0.66,0,0.057308756,19
33337385,6,10802,3,16,2,2323,14,1.33,0.67,457,0.057308756,19
33337386,6,10802,3,16,3,5592,14,6.18,2.02,1973,0.057308756,19
33337387,6,10802,3,16,4,972,14,9.05,1.88,2901,0.057308756,19
33337388,6,10802,3,16,5,938,14,10.23,1.87,3219,0.057308756,19
33337389,6,10802,3,16,6,2754,14,11.15,1.92,3525,0.057308756,19
33337390,6,10802,3,16,7,1511,14,12.99,2.54,3866,0.057308756,19
33337391,6,10802,3,16,8,942,14,14.16,2.51,4246,0.057308756,19
33337392,6,10802,3,16,9,2040,14,15.39,2.47,4614,0.057308756,19
33337393,6,10802,3,16,10,4256,14,17.23,2.75,4908,0.057308756,19
33337394,6,10802,3,16,11,2391,14,17.85,2.81,5196,0.057308756,19
33337395,6,10802,3,16,12,1586,14,20.29,3.43,6122,0.057308756,19
33337396,6,10802,3,16,13,2008,14,21.56,3.53,6667,0.057308756,19
33337397,6,10802,3,16,14,1526,14,22.09,3.58,6959,0.057308756,19
33337398,6,10802,3,16,15,949,14,23.22,3.66,7581,0.057308756,19
33337399,6,10802,3,16,16,1054,14,24.98,3.76,8248,0.057308756,19
33337400,6,10802,3,16,17,1575,14,25.98,4.26,8455,0.057308756,19
33337401,6,10802,3,16,18,1484,14,29.98,5.78,8906,0.057308756,19
33337402,6,10802,3,16,19,1079,14,31.9,5.94,9094,0.057308756,19
33337403,6,10802,3,16,20,1080,14,34.12,6.41,9548,0.057308756,19
33337404,6,10802,3,16,21,1544,14,35.08,6.51,9880,0.057308756,19
33337405,6,10802,3,16,22,1546,14,37.06,6.34,10167,0.057308756,19
33337406,6,10802,3,16,23,1555,14,37.18,6.36,10237,0.057308756,19
33337407,6,10802,3,16,24,2024,14,39.02,7.15,10450,0.057308756,19
33337408,6,10802,3,16,25,3605,14,41.05,7.36,10702,0.057308756,19
33337409,6,10802,3,16,26,4173,14,42.37,7.38,10972,0.057308756,19
33337410,6,10802,3,16,27,3379,14,45.81,7.95,11438,0.057308756,19
33337411,6,10802,3,16,28,2246,14,48.99,9.41,11897,0.057308756,19
33337412,6,10802,3,16,29,3230,14,53.38,11.37,12194,0.057308756,19
33337413,6,10802,3,16,30,2899,14,54.03,11.38,12473,0.057308756,19
33337414,6,10802,3,16,31,5951,14,54.95,11.63,12765,0.057308756,19
33337415,6,10802,3,16,32,2813,14,56.03,11.61,13224,0.057308756,19
33337416,6,10802,3,16,33,2424,14,57.87,11.78,13844,0.057308756,19
33337417,6,10802,3,16,34,427,14,59.62,12.06,14218,0.057308756,19
33337418,6,10802,3,16,35,9999,14,61.09,12.14,14439,0.057308756,19
33337419,6,10802,3,16,36,1435,14,61.77,12.0,14687,0.057308756,19
33337420,6,10802,3,16,37,1444,14,62.35,11.91,14897,0.057308756,19
33337421,6,10802,3,16,38,1445,14,62.8,11.85,15086,0.057308756,19
33337422,6,10802,3,16,39,1371,14,63.23,11.83,15260,0.057308756,19
33337423,6,10802,3,16,40,1368,14,64.87,11.84,15967,0.057308756,19
33337424,6,10802,3,16,41,1367,14,65.29,11.82,16164,0.057308756,19
33337425,6,10802,3,16,42,1370,14,65.71,11.78,16396,0.057308756,19
33400778,6,10802,5,16,1,2314,20,0.63,0.86,0,0.057308756,19
33400779,6,10802,5,16,2,2323,20,1.17,0.87,457,0.057308756,19
33400780,6,10802,5,16,3,5592,20,5.54,1.75,1973,0.057308756,19
33400781,6,10802,5,16,4,972,20,8.29,1.57,2901,0.057308756,19
33400782,6,10802,5,16,5,938,20,9.47,1.67,3219,0.057308756,19
33400783,6,10802,5,16,6,2754,20,10.5,1.89,3525,0.057308756,19
33400784,6,10802,5,16,7,1511,20,12.49,2.63,3866,0.057308756,19
33400785,6,10802,5,16,8,942,20,13.55,2.76,4246,0.057308756,19
33400786,6,10802,5,16,9,2040,20,14.71,2.9,4614,0.057308756,19
33400787,6,10802,5,16,10,4256,20,16.7,3.02,4889,0.057308756,19
33400788,6,10802,5,16,11,2391,20,17.38,3.05,5177,0.057308756,19
33400789,6,10802,5,16,12,1586,20,20.63,3.52,6103,0.057308756,19
33400790,6,10802,5,16,13,2008,20,21.76,3.68,6647,0.057308756,19
33400791,6,10802,5,16,14,1526,20,22.31,3.71,6939,0.057308756,19
33400792,6,10802,5,16,15,949,20,23.59,3.56,7520,0.057308756,19
33400793,6,10802,5,16,16,1054,20,25.56,3.67,8232,0.057308756,19
33400794,6,10802,5,16,17,1575,20,25.41,3.14,8478,0.057308756,19
33400795,6,10802,5,16,18,1484,20,29.56,3.81,8929,0.057308756,19
33400796,6,10802,5,16,19,1079,20,31.74,3.85,9117,0.057308756,19
33400797,6,10802,5,16,20,1080,20,34.34,4.01,9571,0.057308756,19
33400798,6,10802,5,16,21,1544,20,35.43,4.21,9903,0.057308756,19
33400799,6,10802,5,16,22,1546,20,37.32,4.6,10190,0.057308756,19
33400800,6,10802,5,16,23,1555,20,37.43,4.77,9878,0.057308756,19
33400801,6,10802,5,16,24,2024,20,39.08,5.18,10091,0.057308756,19
33400802,6,10802,5,16,25,3605,20,41.14,5.31,10343,0.057308756,19
33400803,6,10802,5,16,26,4173,20,42.62,5.32,10613,0.057308756,19
33400804,6,10802,5,16,27,3379,20,45.77,5.47,11079,0.057308756,19
33400805,6,10802,5,16,28,2246,20,48.02,6.7,11538,0.057308756,19
34242001,6,10802,4,20,22,1546,8,36.67,7.07,10215,0.057308756,19
33682169,6,10802,1,18,26,4173,19,42.91,3.17,11026,0.057308756,19
35003368,6,10802,3,25,6,2754,6,7.27,1.32,3525,0.057308756,19
33400809,6,10802,5,16,32,2813,20,54.61,10.46,12836,0.057308756,19
33400810,6,10802,5,16,33,2424,20,56.51,10.46,13456,0.057308756,19
33400811,6,10802,5,16,34,427,20,57.91,10.69,13830,0.057308756,19
33400812,6,10802,5,16,35,9999,20,59.18,10.66,14051,0.057308756,19
33400813,6,10802,5,16,36,1435,20,60.16,10.74,14299,0.057308756,19
33400814,6,10802,5,16,37,1444,20,60.21,10.64,14497,0.057308756,19
33400815,6,10802,5,16,38,1445,20,61.18,10.7,14698,0.057308756,19
33400816,6,10802,5,16,39,1371,20,61.58,10.67,14872,0.057308756,19
33400817,6,10802,5,16,40,1368,20,63.08,10.67,15579,0.057308756,19
33400818,6,10802,5,16,41,1367,20,63.0,10.61,15710,0.057308756,19
33400819,6,10802,5,16,42,1370,20,63.35,10.63,15942,0.057308756,19
33440719,6,10802,6,16,1,2314,12,0.39,0.17,0,0.057308756,19
33440720,6,10802,6,16,2,2323,12,0.96,0.15,457,0.057308756,19
33440721,6,10802,6,16,3,5592,12,3.81,0.42,1973,0.057308756,19
33440722,6,10802,6,16,4,972,12,6.23,0.47,2901,0.057308756,19
33440723,6,10802,6,16,5,938,12,7.34,0.65,3219,0.057308756,19
33440724,6,10802,6,16,6,2754,12,8.14,0.84,3525,0.057308756,19
33440725,6,10802,6,16,7,1511,12,9.41,0.88,3866,0.057308756,19
33440726,6,10802,6,16,8,942,12,10.41,1.01,4246,0.057308756,19
33440727,6,10802,6,16,9,2040,12,11.31,1.18,4614,0.057308756,19
33440728,6,10802,6,16,10,4256,12,12.43,1.22,4908,0.057308756,19
33440729,6,10802,6,16,11,2391,12,13.01,1.23,5196,0.057308756,19
33440730,6,10802,6,16,12,1586,12,14.88,1.35,6122,0.057308756,19
33440731,6,10802,6,16,13,2008,12,15.83,1.43,6667,0.057308756,19
33440732,6,10802,6,16,14,1526,12,16.24,1.5,6959,0.057308756,19
33440733,6,10802,6,16,15,949,12,17.31,1.58,7581,0.057308756,19
33440734,6,10802,6,16,16,1054,12,19.28,1.56,8293,0.057308756,19
33440735,6,10802,6,16,17,1575,12,20.17,1.54,8503,0.057308756,19
33440736,6,10802,6,16,18,1484,12,23.77,1.79,8954,0.057308756,19
33440737,6,10802,6,16,19,1079,12,24.57,1.57,9142,0.057308756,19
33440738,6,10802,6,16,20,1080,12,26.64,2.01,9596,0.057308756,19
33440739,6,10802,6,16,21,1544,12,27.57,1.99,9928,0.057308756,19
33440740,6,10802,6,16,22,1546,12,28.87,2.45,10215,0.057308756,19
33440741,6,10802,6,16,23,1555,12,27.77,3.62,9938,0.057308756,19
33440742,6,10802,6,16,24,2024,12,28.84,3.89,10151,0.057308756,19
33440743,6,10802,6,16,25,3605,12,30.12,4.06,10403,0.057308756,19
33440744,6,10802,6,16,26,4173,12,31.24,3.96,10673,0.057308756,19
33440745,6,10802,6,16,27,3379,12,34.19,3.84,11139,0.057308756,19
33440746,6,10802,6,16,28,2246,12,35.56,3.93,11598,0.057308756,19
33440747,6,10802,6,16,29,3230,12,37.04,3.82,11895,0.057308756,19
33440748,6,10802,6,16,30,2899,12,37.6,3.83,12174,0.057308756,19
33440749,6,10802,6,16,31,5951,12,38.13,3.82,12466,0.057308756,19
33440750,6,10802,6,16,32,2813,12,39.24,3.86,12925,0.057308756,19
33440751,6,10802,6,16,33,2424,12,40.77,4.42,13501,0.057308756,19
33440752,6,10802,6,16,34,427,12,41.64,4.51,13875,0.057308756,19
33440753,6,10802,6,16,35,9999,12,42.87,4.47,14096,0.057308756,19
33440754,6,10802,6,16,36,1435,12,43.6,4.47,14344,0.057308756,19
33440755,6,10802,6,16,37,1444,12,44.01,4.47,14554,0.057308756,19
33440756,6,10802,6,16,38,1445,12,44.34,4.48,14743,0.057308756,19
33440757,6,10802,6,16,39,1371,12,44.72,4.52,14917,0.057308756,19
33440758,6,10802,6,16,40,1368,12,46.09,4.52,15624,0.057308756,19
33440759,6,10802,6,16,41,1367,12,46.49,4.56,15821,0.057308756,19
33440760,6,10802,6,16,42,1370,12,46.26,4.88,15852,0.057308756,19
33477434,6,10802,1,17,1,2314,17,0.95,1.44,0,0.057308756,19
33477435,6,10802,1,17,2,2323,17,1.57,1.46,457,0.057308756,19
33477436,6,10802,1,17,3,5592,17,5.22,1.85,1973,0.057308756,19
33477437,6,10802,1,17,4,972,17,8.18,2.05,2901,0.057308756,19
33477438,6,10802,1,17,5,938,17,9.48,2.06,3219,0.057308756,19
33477439,6,10802,1,17,6,2754,17,10.37,2.06,3525,0.057308756,19
33477440,6,10802,1,17,7,1511,17,11.91,1.99,3866,0.057308756,19
33477441,6,10802,1,17,8,942,17,12.96,2.01,4246,0.057308756,19
33477442,6,10802,1,17,9,2040,17,14.12,1.94,4614,0.057308756,19
33477443,6,10802,1,17,10,4256,17,15.78,2.12,4908,0.057308756,19
33477444,6,10802,1,17,11,2391,17,16.42,2.16,5196,0.057308756,19
33477445,6,10802,1,17,12,1586,17,18.63,2.19,6122,0.057308756,19
33477446,6,10802,1,17,13,2008,17,19.75,2.19,6667,0.057308756,19
33477447,6,10802,1,17,14,1526,17,20.31,2.32,6959,0.057308756,19
33477448,6,10802,1,17,15,949,17,21.38,2.45,7581,0.057308756,19
33477449,6,10802,1,17,16,1054,17,23.39,2.52,8293,0.057308756,19
33477450,6,10802,1,17,17,1575,17,24.48,2.67,8503,0.057308756,19
33477451,6,10802,1,17,18,1484,17,30.16,3.69,8954,0.057308756,19
33477452,6,10802,1,17,19,1079,17,32.37,3.79,9142,0.057308756,19
33477453,6,10802,1,17,20,1080,17,35.16,4.06,9596,0.057308756,19
33477454,6,10802,1,17,21,1544,17,36.3,4.09,9928,0.057308756,19
33477455,6,10802,1,17,22,1546,17,38.28,4.19,10215,0.057308756,19
33477456,6,10802,1,17,23,1555,17,38.96,4.08,10419,0.057308756,19
33477457,6,10802,1,17,24,2024,17,40.74,4.45,10632,0.057308756,19
33477458,6,10802,1,17,25,3605,17,42.67,4.62,10884,0.057308756,19
33477459,6,10802,1,17,26,4173,17,44.36,4.24,11154,0.057308756,19
33477460,6,10802,1,17,27,3379,17,48.86,4.84,11620,0.057308756,19
33477461,6,10802,1,17,28,2246,17,50.82,5.49,12079,0.057308756,19
33477462,6,10802,1,17,29,3230,17,53.11,5.79,12376,0.057308756,19
33477463,6,10802,1,17,30,2899,17,53.74,5.77,12655,0.057308756,19
33477464,6,10802,1,17,31,5951,17,54.69,5.9,12947,0.057308756,19
33477465,6,10802,1,17,32,2813,17,55.91,5.87,13406,0.057308756,19
33477466,6,10802,1,17,33,2424,17,58.42,6.0,14026,0.057308756,19
33477467,6,10802,1,17,34,427,17,59.88,6.16,14400,0.057308756,19
33477468,6,10802,1,17,35,9999,17,61.21,6.17,14621,0.057308756,19
33477469,6,10802,1,17,36,1435,17,62.0,6.1,14869,0.057308756,19
33477470,6,10802,1,17,37,1444,17,62.58,6.1,15079,0.057308756,19
33477471,6,10802,1,17,38,1445,17,63.07,6.11,15268,0.057308756,19
33477472,6,10802,1,17,39,1371,17,63.53,6.06,15442,0.057308756,19
33477473,6,10802,1,17,40,1368,17,65.5,6.28,16149,0.057308756,19
33477474,6,10802,1,17,41,1367,17,65.9,6.29,16346,0.057308756,19
33477475,6,10802,1,17,42,1370,17,66.3,6.31,16578,0.057308756,19
33531273,6,10802,2,17,1,2314,13,0.88,0.83,0,0.057308756,19
33531274,6,10802,2,17,2,2323,13,1.48,0.82,457,0.057308756,19
33531275,6,10802,2,17,3,5592,13,5.0,0.93,1973,0.057308756,19
33531276,6,10802,2,17,4,972,13,7.83,1.11,2901,0.057308756,19
33531277,6,10802,2,17,5,938,13,8.96,1.0,3219,0.057308756,19
33531278,6,10802,2,17,6,2754,13,9.96,1.02,3525,0.057308756,19
33531279,6,10802,2,17,7,1511,13,11.29,1.07,3866,0.057308756,19
33531280,6,10802,2,17,8,942,13,12.37,1.0,4246,0.057308756,19
33531281,6,10802,2,17,9,2040,13,13.39,1.16,4614,0.057308756,19
33531282,6,10802,2,17,10,4256,13,14.92,1.17,4908,0.057308756,19
33531283,6,10802,2,17,11,2391,13,15.64,1.17,5196,0.057308756,19
33531284,6,10802,2,17,12,1586,13,17.76,1.47,6122,0.057308756,19
33531285,6,10802,2,17,13,2008,13,18.8,1.5,6667,0.057308756,19
33531286,6,10802,2,17,14,1526,13,19.43,1.57,6959,0.057308756,19
33531287,6,10802,2,17,15,949,13,20.57,1.67,7581,0.057308756,19
33531288,6,10802,2,17,16,1054,13,22.59,1.61,8293,0.057308756,19
33531289,6,10802,2,17,17,1575,13,23.65,1.29,8503,0.057308756,19
33531290,6,10802,2,17,18,1484,13,28.58,2.79,8954,0.057308756,19
33531291,6,10802,2,17,19,1079,13,30.69,3.06,9142,0.057308756,19
33531292,6,10802,2,17,20,1080,13,33.21,2.91,9530,0.057308756,19
33531293,6,10802,2,17,21,1544,13,34.14,2.85,9862,0.057308756,19
